,y,y.donor.oriented,i_ID,j_ID,ij_dyad_ID,k_ID,l_ID,kl_dyad_ID,il_ID,jk_ID,i_age,j_age,i_sex,j_sex,i_bmi,j_bmi,i_skin,j_skin,k_wealth,l_wealth,ij_god_relation,ij_deg_r,ij_affinal_r,kl_avg_interhouse_R,kl_sd_interhouse_R,kl_distance,kl_affair,i_avg_community_r,j_avg_community_r
3963,0,1,41,3,251,22,5,140,1285,86,26,48,M,M,25.42947459,23.66780045,50.2,51.1,0.17186,0.314460001,0,0,0.015625,0.009300595,0.009680657,226.7972663,ref,0.039941767,0.013837638
359,0,1,3,42,252,5,15,133,79,1317,48,50,M,M,23.66780045,25.20642329,51.1,54,0.314460001,0.323029999,1,0,0,0.002083333,0.010109951,110.6390528,ref,0.013837638,0.018450185
4070,0,1,42,3,252,15,5,133,1317,79,50,48,M,M,25.20642329,23.66780045,54,51.1,0.323029999,0.314460001,1,0,0,0.002083333,0.010109951,110.6390528,ref,0.018450185,0.013837638
362,1,0,3,43,253,5,22,140,86,1349,48,44,M,F,23.66780045,22.71968369,51.1,49.7,0.314460001,0.17186,1,0,0.03125,0.009300595,0.009680657,226.7972663,ref,0.013837638,0.043905673
4391,0,1,43,3,253,22,5,140,1349,86,44,48,F,M,22.71968369,23.66780045,49.7,51.1,0.17186,0.314460001,1,0,0.03125,0.009300595,0.009680657,226.7972663,ref,0.043905673,0.013837638
360,0,1,3,44,254,5,3,66,67,1381,48,21,M,F,23.66780045,22.6665875,51.1,53,0.314460001,0.18203,0,0,0.046875,0.028409091,0.029337069,100.1798383,ref,0.013837638,0.069699896
4177,0,0,44,3,254,3,5,66,1381,67,21,48,F,M,22.6665875,23.66780045,53,51.1,0.18203,0.314460001,0,0,0.046875,0.028409091,0.029337069,100.1798383,ref,0.069699896,0.013837638
361,0,1,3,45,255,5,16,134,80,1413,48,59,M,M,23.66780045,22.69527123,51.1,65.3,0.314460001,0.552790001,0,0,0,0.025520833,0.028580455,86.3539229,ref,0.013837638,0.024907749
4284,0,0,45,3,255,16,5,134,1413,80,59,48,M,M,22.69527123,23.66780045,65.3,51.1,0.552790001,0.314460001,0,0,0,0.025520833,0.028580455,86.3539229,ref,0.024907749,0.013837638
363,1,0,3,46,256,5,17,135,81,1445,48,54,M,M,23.66780045,22.55794194,51.1,50.6,0.314460001,0.332809999,0,0,0.09375,0.03125,0.031225576,332.3627536,ref,0.013837638,0.104012915
4498,0,1,46,3,256,17,5,135,1445,81,54,48,M,M,22.55794194,23.66780045,50.6,51.1,0.332809999,0.314460001,0,0,0.09375,0.03125,0.031225576,332.3627536,ref,0.104012915,0.013837638
364,1,0,3,47,257,5,30,148,94,1477,48,26,M,M,23.66780045,25.01560874,51.1,49.7,0.314460001,0.566279999,0,0,0.046875,0.021139706,0.025577851,123.6648697,ref,0.013837638,0.075465579
4605,0,1,47,3,257,30,5,148,1477,94,26,48,M,M,25.01560874,23.66780045,49.7,51.1,0.566279999,0.314460001,0,0,0.046875,0.021139706,0.025577851,123.6648697,ref,0.075465579,0.013837638
365,0,0,3,48,258,5,1,5,65,1509,48,22,M,F,23.66780045,25.24333836,51.1,52.1,0.314460001,0.19701,0,0,0.046875,0.026988636,0.030061974,156.7067325,ref,0.013837638,0.060936059
4712,0,1,48,3,258,1,5,5,1509,65,22,48,F,M,25.24333836,23.66780045,52.1,51.1,0.19701,0.314460001,0,0,0.046875,0.026988636,0.030061974,156.7067325,ref,0.060936059,0.013837638
366,1,0,3,49,259,5,18,136,82,1541,48,53,M,M,23.66780045,21.98989237,51.1,45.5,0.314460001,0.402529998,0,0,0.09375,0.024553571,0.027629565,349.4352587,ref,0.013837638,0.107241697
4819,0,1,49,3,259,18,5,136,1541,82,53,48,M,M,21.98989237,23.66780045,45.5,51.1,0.402529998,0.314460001,0,0,0.09375,0.024553571,0.027629565,349.4352587,ref,0.107241697,0.013837638
367,0,0,3,50,260,5,30,148,94,1573,48,19,M,F,23.66780045,23.29881657,51.1,57.4,0.314460001,0.566279999,0,0,0,0.021139706,0.025577851,123.6648697,ref,0.013837638,0.003401753
4926,0,0,50,3,260,30,5,148,1573,94,19,48,F,M,23.29881657,23.66780045,57.4,51.1,0.566279999,0.314460001,0,0,0,0.021139706,0.025577851,123.6648697,ref,0.003401753,0.013837638
368,0,0,3,51,261,5,3,66,67,1605,48,19,M,F,23.66780045,23.48966659,51.1,50.3,0.314460001,0.18203,0,0,0.046875,0.028409091,0.029337069,100.1798383,ref,0.013837638,0.069699896
5033,0,0,51,3,261,3,5,66,1605,67,19,48,F,M,23.48966659,23.66780045,50.3,51.1,0.18203,0.314460001,0,0,0.046875,0.028409091,0.029337069,100.1798383,ref,0.069699896,0.013837638
369,0,0,3,52,262,5,13,131,77,1637,48,24,M,M,23.66780045,24.61064488,51.1,47.1,0.314460001,0.18418,0,0,0.046875,0.00625,0.016776397,221.1628359,ref,0.013837638,0.073505247
5140,0,0,52,3,262,13,5,131,1637,77,24,48,M,M,24.61064488,23.66780045,47.1,51.1,0.18418,0.314460001,0,0,0.046875,0.00625,0.016776397,221.1628359,ref,0.073505247,0.013837638
370,0,1,3,53,263,5,19,137,83,1669,48,73,M,M,23.66780045,20.98794298,51.1,50.5,0.314460001,0.16473,0,0,0,0.0625,0.083245647,92.76313923,ref,0.013837638,0.091530212
5247,0,1,53,3,263,19,5,137,1669,83,73,48,M,M,20.98794298,23.66780045,50.5,51.1,0.16473,0.314460001,0,0,0,0.0625,0.083245647,92.76313923,ref,0.091530212,0.013837638
423,0,0,3,54,264,5,15,133,79,1701,48,24,M,M,23.66780045,21.96727804,51.1,53.1,0.314460001,0.323029999,0,0,0,0.002083333,0.010109951,110.6390528,ref,0.013837638,0
10918,0,0,54,3,264,15,5,133,1701,79,24,48,M,M,21.96727804,23.66780045,53.1,51.1,0.323029999,0.314460001,0,0,0,0.002083333,0.010109951,110.6390528,ref,0,0.013837638
373,0,0,3,55,265,5,20,138,84,1733,48,38,M,M,23.66780045,25.33184519,51.1,57.4,0.314460001,0.851249997,0,0,0,0.015625,0.017842473,289.8068322,ref,0.013837638,0.006226937
5568,1,0,55,3,265,20,5,138,1733,84,38,48,M,M,25.33184519,23.66780045,57.4,51.1,0.851249997,0.314460001,0,0,0,0.015625,0.017842473,289.8068322,ref,0.006226937,0.013837638
374,1,0,3,56,266,5,9,127,73,1765,48,22,M,F,23.66780045,24.06290928,51.1,49.8,0.314460001,1.118810005,0,0,0.046875,0.028846154,0.028685916,61.40032573,ref,0.013837638,0.063472959
5675,0,0,56,3,266,9,5,127,1765,73,22,48,F,M,24.06290928,23.66780045,49.8,51.1,1.118810005,0.314460001,0,0,0.046875,0.028846154,0.028685916,61.40032573,ref,0.063472959,0.013837638
425,1,0,3,57,267,5,21,139,85,1797,48,23,M,M,23.66780045,15.88643347,51.1,57.9,0.314460001,0.07986,0,0,0,0.015625,0.018999457,222.3960431,ref,0.013837638,0
11132,0,1,57,3,267,21,5,139,1797,85,23,48,M,M,15.88643347,23.66780045,57.9,51.1,0.07986,0.314460001,0,0,0,0.015625,0.018999457,222.3960431,ref,0,0.013837638
375,1,0,3,58,268,5,31,149,95,1829,48,25,M,F,23.66780045,31.52017475,51.1,50.1,0.314460001,1.652060002,0,0,0,0.04296875,0.05618394,33.24154028,ref,0.013837638,0.015682657
5782,0,1,58,3,268,31,5,149,1829,95,25,48,F,M,31.52017475,23.66780045,50.1,51.1,1.652060002,0.314460001,0,0,0,0.04296875,0.05618394,33.24154028,ref,0.015682657,0.013837638
376,1,0,3,59,269,5,22,140,86,1861,48,48,M,M,23.66780045,22.53592684,51.1,49.1,0.314460001,0.17186,1,0,0,0.009300595,0.009680657,226.7972663,ref,0.013837638,0.032287823
5889,0,1,59,3,269,22,5,140,1861,86,48,48,M,M,22.53592684,23.66780045,49.1,51.1,0.17186,0.314460001,1,0,0,0.009300595,0.009680657,226.7972663,ref,0.032287823,0.013837638
377,1,0,3,60,270,5,24,142,88,1893,48,19,M,F,23.66780045,26.02909,51.1,48.3,0.314460001,5.259309977,0,0,0.046875,0.03125,0.031225576,310.0774097,ref,0.013837638,0.066535978
5996,0,0,60,3,270,24,5,142,1893,88,19,48,F,M,26.02909,23.66780045,48.3,51.1,5.259309977,0.314460001,0,0,0.046875,0.03125,0.031225576,310.0774097,ref,0.066535978,0.013837638
378,0,0,3,61,271,5,16,134,80,1925,48,47,M,F,23.66780045,23.3155615,51.1,55.3,0.314460001,0.552790001,0,0,0.09375,0.025520833,0.028580455,86.3539229,ref,0.013837638,0.106319188
6103,0,0,61,3,271,16,5,134,1925,80,47,48,F,M,23.3155615,23.66780045,55.3,51.1,0.552790001,0.314460001,0,0,0.09375,0.025520833,0.028580455,86.3539229,ref,0.106319188,0.013837638
379,0,0,3,62,272,5,16,134,80,1957,48,19,M,F,23.66780045,28.43247288,51.1,67,0.314460001,0.552790001,0,0,0.046875,0.025520833,0.028580455,86.3539229,ref,0.013837638,0.068380996
6210,0,0,62,3,272,16,5,134,1957,80,19,48,F,M,28.43247288,23.66780045,67,51.1,0.552790001,0.314460001,0,0,0.046875,0.025520833,0.028580455,86.3539229,ref,0.068380996,0.013837638
380,0,0,3,63,273,5,15,133,79,1989,48,27,M,F,23.66780045,30.40403585,51.1,52.6,0.314460001,0.323029999,0,0,0,0.002083333,0.010109951,110.6390528,ref,0.013837638,0.024835678
6317,0,0,63,3,273,15,5,133,1989,79,27,48,F,M,30.40403585,23.66780045,52.6,51.1,0.323029999,0.314460001,0,0,0,0.002083333,0.010109951,110.6390528,ref,0.024835678,0.013837638
381,0,0,3,64,274,5,27,145,91,2021,48,24,M,F,23.66780045,22.79666192,51.1,58.9,0.314460001,0.372609999,0,0,0.046875,0.015625,0.017842473,125.09996,ref,0.013837638,0.071148524
6424,0,0,64,3,274,27,5,145,2021,91,24,48,F,M,22.79666192,23.66780045,58.9,51.1,0.372609999,0.314460001,0,0,0.046875,0.015625,0.017842473,125.09996,ref,0.071148524,0.013837638
382,1,0,3,65,275,5,28,146,92,2053,48,49,M,F,23.66780045,28.11280207,51.1,46.5,0.314460001,0.739500001,0,0,0.5,0.092592593,0.157323591,30.01666204,ref,0.013837638,0.049037131
6531,0,1,65,3,275,28,5,146,2053,92,49,48,F,M,28.11280207,23.66780045,46.5,51.1,0.739500001,0.314460001,0,0,0.5,0.092592593,0.157323591,30.01666204,ref,0.049037131,0.013837638
383,1,1,3,66,276,5,5,123,69,2085,48,43,M,F,23.66780045,25.83221224,51.1,50,0.314460001,0.314460001,0,0,1,NA,NA,0,ref,0.013837638,0.051804659
6638,1,1,66,3,276,5,5,123,2085,69,43,48,F,M,25.83221224,23.66780045,50,51.1,0.314460001,0.314460001,0,0,1,NA,NA,0,ref,0.051804659,0.013837638
384,0,0,3,67,277,5,1,5,65,2117,48,44,M,F,23.66780045,27.75314343,51.1,49,0.314460001,0.19701,1,0,0.09375,0.026988636,0.030061974,156.7067325,ref,0.013837638,0.117259571
6745,0,1,67,3,277,1,5,5,2117,65,44,48,F,M,27.75314343,23.66780045,49,51.1,0.19701,0.314460001,1,0,0.09375,0.026988636,0.030061974,156.7067325,ref,0.117259571,0.013837638
385,1,1,3,68,278,5,23,141,87,2149,48,34,M,M,23.66780045,22.38251041,51.1,55.9,0.314460001,2.34056999,0,0,0,0.069444444,0.05134899,232.9484922,ref,0.013837638,0.017066421
6852,1,1,68,3,278,23,5,141,2149,87,34,48,M,M,22.38251041,23.66780045,55.9,51.1,2.34056999,0.314460001,0,0,0,0.069444444,0.05134899,232.9484922,ref,0.017066421,0.013837638
386,0,0,3,69,279,5,18,136,82,2181,48,29,M,F,23.66780045,25.4296875,51.1,52.4,0.314460001,0.402529998,0,0,0.046875,0.024553571,0.027629565,349.4352587,ref,0.013837638,0.074377306
6959,0,1,69,3,279,18,5,136,2181,82,29,48,F,M,25.4296875,23.66780045,52.4,51.1,0.402529998,0.314460001,0,0,0.046875,0.024553571,0.027629565,349.4352587,ref,0.074377306,0.013837638
387,1,0,3,70,280,5,26,144,90,2213,48,19,M,F,23.66780045,21.85644952,51.1,56.2,0.314460001,0.31169,0,0,0.046875,0.034375,0.033835268,81.39410298,ref,0.013837638,0.078924988
7066,0,1,70,3,280,26,5,144,2213,90,19,48,F,M,21.85644952,23.66780045,56.2,51.1,0.31169,0.314460001,0,0,0.046875,0.034375,0.033835268,81.39410298,ref,0.078924988,0.013837638
389,0,0,3,71,281,5,1,5,65,2245,48,35,M,M,23.66780045,21.86187482,51.1,53.1,0.314460001,0.19701,0,0,0,0.026988636,0.030061974,156.7067325,ref,0.013837638,0.001845018
7280,0,0,71,3,281,1,5,5,2245,65,35,48,M,M,21.86187482,23.66780045,53.1,51.1,0.19701,0.314460001,0,0,0,0.026988636,0.030061974,156.7067325,ref,0.001845018,0.013837638
390,1,0,3,72,282,5,24,142,88,2277,48,46,M,M,23.66780045,29.82552801,51.1,52,0.314460001,5.259309977,0,0,0,0.03125,0.031225576,310.0774097,ref,0.013837638,0.023062731
7387,0,1,72,3,282,24,5,142,2277,88,46,48,M,M,29.82552801,23.66780045,52,51.1,5.259309977,0.314460001,0,0,0,0.03125,0.031225576,310.0774097,ref,0.023062731,0.013837638
391,0,0,3,73,283,5,13,131,77,2309,48,26,M,M,23.66780045,22.9530524,51.1,46.8,0.314460001,0.18418,0,0,0.046875,0.00625,0.016776397,221.1628359,ref,0.013837638,0.073505247
7494,0,0,73,3,283,13,5,131,2309,77,26,48,M,M,22.9530524,23.66780045,46.8,51.1,0.18418,0.314460001,0,0,0.046875,0.00625,0.016776397,221.1628359,ref,0.073505247,0.013837638
392,0,0,3,74,284,5,25,143,89,2341,48,34,M,F,23.66780045,26.39815807,51.1,50.6,0.314460001,0.608060002,0,0,0.046875,0.015625,0.01643862,81.41252975,ref,0.013837638,0.077144834
7601,0,0,74,3,284,25,5,143,2341,89,34,48,F,M,26.39815807,23.66780045,50.6,51.1,0.608060002,0.314460001,0,0,0.046875,0.015625,0.01643862,81.41252975,ref,0.077144834,0.013837638
393,0,0,3,75,285,5,19,137,83,2373,48,69,M,F,23.66780045,20.59453032,51.1,57.3,0.314460001,0.16473,0,0,0.1875,0.0625,0.083245647,92.76313923,ref,0.013837638,0.125461255
7708,0,1,75,3,285,19,5,137,2373,83,69,48,F,M,20.59453032,23.66780045,57.3,51.1,0.16473,0.314460001,0,0,0.1875,0.0625,0.083245647,92.76313923,ref,0.125461255,0.013837638
394,1,1,3,76,286,5,11,129,75,2405,48,32,M,F,23.66780045,28.69556545,51.1,46.7,0.314460001,0.271620001,1,0,0,0.015625,0.015612788,95.34149149,ref,0.013837638,0.012915129
7815,0,1,76,3,286,11,5,129,2405,75,32,48,F,M,28.69556545,23.66780045,46.7,51.1,0.271620001,0.314460001,1,0,0,0.015625,0.015612788,95.34149149,ref,0.012915129,0.013837638
395,1,1,3,77,287,5,28,146,92,2437,48,33,M,M,23.66780045,25.70377449,51.1,48,0.314460001,0.739500001,0,0,0,0.092592593,0.157323591,30.01666204,ref,0.013837638,0.000864852
7922,0,1,77,3,287,28,5,146,2437,92,33,48,M,M,25.70377449,23.66780045,48,51.1,0.739500001,0.314460001,0,0,0,0.092592593,0.157323591,30.01666204,ref,0.000864852,0.013837638
396,0,0,3,78,288,5,19,137,83,2469,48,36,M,M,23.66780045,23.40753301,51.1,52.2,0.314460001,0.16473,0,0,0.09375,0.0625,0.083245647,92.76313923,ref,0.013837638,0.111263261
8029,0,0,78,3,288,19,5,137,2469,83,36,48,M,M,23.40753301,23.66780045,52.2,51.1,0.16473,0.314460001,0,0,0.09375,0.0625,0.083245647,92.76313923,ref,0.111263261,0.013837638
397,0,0,3,79,289,5,30,148,94,2501,48,18,M,F,23.66780045,23.60497173,51.1,50.3,0.314460001,0.566279999,0,0,0.046875,0.021139706,0.025577851,123.6648697,ref,0.013837638,0.072698051
8136,0,0,79,3,289,30,5,148,2501,94,18,48,F,M,23.60497173,23.66780045,50.3,51.1,0.566279999,0.314460001,0,0,0.046875,0.021139706,0.025577851,123.6648697,ref,0.072698051,0.013837638
398,0,0,3,80,290,5,18,136,82,2533,48,36,M,M,23.66780045,23.85951517,51.1,49.2,0.314460001,0.402529998,0,0,0,0.024553571,0.027629565,349.4352587,ref,0.013837638,0.014760148
8243,0,0,80,3,290,18,5,136,2533,82,36,48,M,M,23.85951517,23.66780045,49.2,51.1,0.402529998,0.314460001,0,0,0,0.024553571,0.027629565,349.4352587,ref,0.014760148,0.013837638
399,0,0,3,81,291,5,7,125,71,2565,48,36,M,F,23.66780045,22.2368401,51.1,49.1,0.314460001,0.049,0,0,0.046875,0.015625,0.018999457,428.9242357,ref,0.013837638,0.064287362
8350,0,0,81,3,291,7,5,125,2565,71,36,48,F,M,22.2368401,23.66780045,49.1,51.1,0.049,0.314460001,0,0,0.046875,0.015625,0.018999457,428.9242357,ref,0.064287362,0.013837638
400,0,0,3,82,292,5,25,143,89,2597,48,36,M,M,23.66780045,25.68211703,51.1,48.4,0.314460001,0.608060002,0,0,0,0.015625,0.01643862,81.41252975,ref,0.013837638,0.009225092
8457,1,0,82,3,292,25,5,143,2597,89,36,48,M,M,25.68211703,23.66780045,48.4,51.1,0.608060002,0.314460001,0,0,0,0.015625,0.01643862,81.41252975,ref,0.009225092,0.013837638
401,0,0,3,83,293,5,10,128,74,2629,48,31,M,F,23.66780045,25.69504876,51.1,53.8,0.314460001,0.65041,0,0,0.046875,0.013020833,0.017287046,4170.314137,ref,0.013837638,0.081692516
8564,0,0,83,3,293,10,5,128,2629,74,31,48,F,M,25.69504876,23.66780045,53.8,51.1,0.65041,0.314460001,0,0,0.046875,0.013020833,0.017287046,4170.314137,ref,0.081692516,0.013837638
402,0,0,3,84,294,5,26,144,90,2661,48,54,M,F,23.66780045,25.2999164,51.1,59.7,0.314460001,0.31169,1,0,0.09375,0.034375,0.033835268,81.39410298,ref,0.013837638,0.122794626
8671,0,1,84,3,294,26,5,144,2661,90,54,48,F,M,25.2999164,23.66780045,59.7,51.1,0.31169,0.314460001,1,0,0.09375,0.034375,0.033835268,81.39410298,ref,0.122794626,0.013837638
325,NA,0,3,85,295,5,27,145,91,2693,48,28,M,M,23.66780045,24.40647114,51.1,43.4,0.314460001,0.372609999,0,0,0,0.015625,0.017842473,125.09996,ref,0.013837638,0.014817804
432,0,NA,85,3,295,27,5,145,2693,91,28,48,M,M,24.40647114,23.66780045,43.4,51.1,0.372609999,0.314460001,0,0,0,0.015625,0.017842473,125.09996,ref,0.014817804,0.013837638
403,1,0,3,86,296,5,28,146,92,2725,48,65,M,M,23.66780045,21.36859137,51.1,54.4,0.314460001,0.739500001,0,0,0,0.092592593,0.157323591,30.01666204,ref,0.013837638,0.010493542
8778,0,1,86,3,296,28,5,146,2725,92,65,48,M,M,21.36859137,23.66780045,54.4,51.1,0.739500001,0.314460001,0,0,0,0.092592593,0.157323591,30.01666204,ref,0.010493542,0.013837638
404,0,0,3,87,297,5,15,133,79,2757,48,48,M,F,23.66780045,32.20024674,51.1,60.9,0.314460001,0.323029999,1,0,0,0.002083333,0.010109951,110.6390528,ref,0.013837638,0.021996079
8885,0,0,87,3,297,15,5,133,2757,79,48,48,F,M,32.20024674,23.66780045,60.9,51.1,0.323029999,0.314460001,1,0,0,0.002083333,0.010109951,110.6390528,ref,0.021996079,0.013837638
405,1,1,3,88,298,5,18,136,82,2789,48,52,M,F,23.66780045,22.57777778,51.1,45.3,0.314460001,0.402529998,0,0,0,0.024553571,0.027629565,349.4352587,ref,0.013837638,0.034132841
8992,1,1,88,3,298,18,5,136,2789,82,52,48,F,M,22.57777778,23.66780045,45.3,51.1,0.402529998,0.314460001,0,0,0,0.024553571,0.027629565,349.4352587,ref,0.034132841,0.013837638
406,0,0,3,89,299,5,13,131,77,2821,48,20,M,M,23.66780045,22.16573193,51.1,44.3,0.314460001,0.18418,0,0,0,0.00625,0.016776397,221.1628359,ref,0.013837638,0.018334871
9099,0,0,89,3,299,13,5,131,2821,77,20,48,M,M,22.16573193,23.66780045,44.3,51.1,0.18418,0.314460001,0,0,0,0.00625,0.016776397,221.1628359,ref,0.018334871,0.013837638
407,0,0,3,90,300,5,12,130,76,2853,48,29,M,F,23.66780045,25.5426795,51.1,48.3,0.314460001,0.566839998,0,0,0,0.03125,0.031225576,678.6169759,ref,0.013837638,0.020698801
9206,0,0,90,3,300,12,5,130,2853,76,29,48,F,M,25.5426795,23.66780045,48.3,51.1,0.566839998,0.314460001,0,0,0,0.03125,0.031225576,678.6169759,ref,0.020698801,0.013837638
408,1,0,3,91,301,5,6,124,70,2885,48,40,M,M,23.66780045,23.44558645,51.1,47.7,0.314460001,0.24648,0,0,0,0.014880952,0.019730051,136.9269878,ref,0.013837638,0.001845018
9313,0,1,91,3,301,6,5,124,2885,70,40,48,M,M,23.44558645,23.66780045,47.7,51.1,0.24648,0.314460001,0,0,0,0.014880952,0.019730051,136.9269878,ref,0.001845018,0.013837638
409,0,0,3,92,302,5,29,147,93,2917,48,26,M,M,23.66780045,22.0585864,51.1,50.9,0.314460001,0.1442,0,0,0.046875,0.020833333,0.018337643,273.7078735,ref,0.013837638,0.070968346
9420,0,0,92,3,302,29,5,147,2917,93,26,48,M,M,22.0585864,23.66780045,50.9,51.1,0.1442,0.314460001,0,0,0.046875,0.020833333,0.018337643,273.7078735,ref,0.070968346,0.013837638
410,0,0,3,93,303,5,30,148,94,2949,48,31,M,M,23.66780045,22.61451166,51.1,47.3,0.314460001,0.566279999,0,0,0.046875,0.021139706,0.025577851,123.6648697,ref,0.013837638,0.07362056
9527,0,0,93,3,303,30,5,148,2949,94,31,48,M,M,22.61451166,23.66780045,47.3,51.1,0.566279999,0.314460001,0,0,0.046875,0.021139706,0.025577851,123.6648697,ref,0.07362056,0.013837638
411,NA,0,3,94,304,5,9,127,73,2981,48,19,M,F,23.66780045,24.68153722,51.1,44.8,0.314460001,1.118810005,0,0,0.046875,0.028846154,0.028685916,61.40032573,ref,0.013837638,0.075898005
9634,0,NA,94,3,304,9,5,127,2981,73,19,48,F,M,24.68153722,23.66780045,44.8,51.1,1.118810005,0.314460001,0,0,0.046875,0.028846154,0.028685916,61.40032573,ref,0.075898005,0.013837638
426,1,0,3,95,305,5,22,140,86,3013,48,18,M,F,23.66780045,22.04278285,51.1,45.7,0.314460001,0.17186,0,0,0.015625,0.009300595,0.009680657,226.7972663,ref,0.013837638,0.040864276
11239,0,1,95,3,305,22,5,140,3013,86,18,48,F,M,22.04278285,23.66780045,45.7,51.1,0.17186,0.314460001,0,0,0.015625,0.009300595,0.009680657,226.7972663,ref,0.040864276,0.013837638
412,0,0,3,96,306,5,32,150,96,3045,48,33,M,F,23.66780045,22.6849514,51.1,50.5,0.314460001,0.321590001,0,0,0,0.02734375,0.029672317,102.3034701,ref,0.013837638,0.017758303
9741,0,0,96,3,306,32,5,150,3045,96,33,48,F,M,22.6849514,23.66780045,50.5,51.1,0.321590001,0.314460001,0,0,0,0.02734375,0.029672317,102.3034701,ref,0.017758303,0.013837638
413,0,0,3,97,307,5,29,147,93,3077,48,22,M,F,23.66780045,22.18072745,51.1,46.4,0.314460001,0.1442,0,0,0.015625,0.020833333,0.018337643,273.7078735,ref,0.013837638,0.043631804
9848,0,0,97,3,307,29,5,147,3077,93,22,48,F,M,22.18072745,23.66780045,46.4,51.1,0.1442,0.314460001,0,0,0.015625,0.020833333,0.018337643,273.7078735,ref,0.043631804,0.013837638
414,0,0,3,98,308,5,3,66,67,3109,48,45,M,F,23.66780045,26.75921734,51.1,54.9,0.314460001,0.18203,0,0,0.09375,0.028409091,0.029337069,100.1798383,ref,0.013837638,0.120488353
9955,1,1,98,3,308,3,5,66,3109,67,45,48,F,M,26.75921734,23.66780045,54.9,51.1,0.18203,0.314460001,0,0,0.09375,0.028409091,0.029337069,100.1798383,ref,0.120488353,0.013837638
415,0,1,3,99,309,5,30,148,94,3141,48,64,M,M,23.66780045,21.1079069,51.1,55.1,0.314460001,0.566279999,0,0,0,0.021139706,0.025577851,123.6648697,ref,0.013837638,0.018219557
10062,0,0,99,3,309,30,5,148,3141,94,64,48,M,M,21.1079069,23.66780045,55.1,51.1,0.566279999,0.314460001,0,0,0,0.021139706,0.025577851,123.6648697,ref,0.018219557,0.013837638
217,0,0,100,3,310,1,5,5,3173,65,24,48,M,M,26.92256151,23.66780045,52.1,51.1,0.19701,0.314460001,0,0,0.046875,0.026988636,0.030061974,156.7067325,ref,0.059552295,0.013837638
324,0,0,3,100,310,5,1,5,65,3173,48,24,M,M,23.66780045,26.92256151,51.1,52.1,0.314460001,0.19701,0,0,0.046875,0.026988636,0.030061974,156.7067325,ref,0.013837638,0.059552295
427,0,0,3,101,311,5,22,140,86,3205,48,25,M,M,23.66780045,19.82173467,51.1,52.1,0.314460001,0.17186,0,0,0,0.009300595,0.009680657,226.7972663,ref,0.013837638,0.002998155
11346,0,0,101,3,311,22,5,140,3205,86,25,48,M,M,19.82173467,23.66780045,52.1,51.1,0.17186,0.314460001,0,0,0,0.009300595,0.009680657,226.7972663,ref,0.002998155,0.013837638
417,1,0,3,102,312,5,18,136,82,3237,48,20,M,F,23.66780045,23.46388316,51.1,44.9,0.314460001,0.402529998,0,0,0.046875,0.024553571,0.027629565,349.4352587,ref,0.013837638,0.073454797
10276,0,1,102,3,312,18,5,136,3237,82,20,48,F,M,23.46388316,23.66780045,44.9,51.1,0.402529998,0.314460001,0,0,0.046875,0.024553571,0.027629565,349.4352587,ref,0.073454797,0.013837638
372,0,0,3,103,313,5,31,149,95,3269,48,33,M,M,23.66780045,23.48579692,51.1,45.6,0.314460001,1.652060002,0,0,0.09375,0.04296875,0.05618394,33.24154028,ref,0.013837638,0.100322878
5461,1,1,103,3,313,31,5,149,3269,95,33,48,M,M,23.48579692,23.66780045,45.6,51.1,1.652060002,0.314460001,0,0,0.09375,0.04296875,0.05618394,33.24154028,ref,0.100322878,0.013837638
418,1,0,3,104,314,5,18,136,82,3301,48,25,M,M,23.66780045,21.67940081,51.1,48.4,0.314460001,0.402529998,0,0,0.046875,0.024553571,0.027629565,349.4352587,ref,0.013837638,0.072532288
10383,0,1,104,3,314,18,5,136,3301,82,25,48,M,M,21.67940081,23.66780045,48.4,51.1,0.402529998,0.314460001,0,0,0.046875,0.024553571,0.027629565,349.4352587,ref,0.072532288,0.013837638
419,0,0,3,105,315,5,22,140,86,3333,48,24,M,M,23.66780045,24.60215404,51.1,49,0.314460001,0.17186,0,0,0.015625,0.009300595,0.009680657,226.7972663,ref,0.013837638,0.040864276
10490,0,0,105,3,315,22,5,140,3333,86,24,48,M,M,24.60215404,23.66780045,49,51.1,0.17186,0.314460001,0,0,0.015625,0.009300595,0.009680657,226.7972663,ref,0.040864276,0.013837638
